date,no_battery_cost,heuristic_cost,lp_cost
2010-07-10,0.6667857596591678,0.23890897027763885,-0.36562765229999994
2010-07-11,0.5014508661410175,-0.6467481820726287,-0.808709622648
2010-07-12,1.9499247477302455,0.5243100731869612,0.28236596895
2010-07-13,1.8341098617567764,0.4755063702976905,0.019545514799999983
2010-07-14,2.5413873946642016,1.662537505546263,1.3355228805
2010-07-15,2.3395155055077193,1.286504013430405,0.8126144886
2010-07-16,0.3912581237926187,-0.205165801283102,-0.5827877855999999
2010-07-17,0.3192273476818284,-0.19072353060892705,-0.69756142836
2010-07-18,-0.1502365135330221,-0.9902279448539232,-1.28621592978
2010-07-19,-0.4907266289136444,-0.8822290066572495,-1.2834417642
2010-07-20,0.15744113305359048,-0.6374947961957895,-0.9744989275799999
2010-07-21,1.3214719303943807,0.15331601096500222,-0.09481986839999999
2010-07-22,1.3618654336437603,0.859472786900719,0.3617144942999999
2010-07-23,1.4483083591589518,0.3537107930939968,-0.0575581374
2010-07-24,0.7514063369568442,-0.16362165204862583,-0.465715179
2010-07-25,2.280404195221438,1.2869703001306236,1.0224978463499999
2010-07-26,1.4703535293008585,0.38048817884706215,-0.08235514049999998
2010-07-27,1.2159424997707062,0.5915673624488806,0.08112435389999997
2010-07-28,0.9091989104597284,0.6625973417159222,-0.11300541389999999
2010-07-29,-0.1476314815044689,-0.3460719635660471,-0.84944498952
2010-07-30,-0.054710366615242506,-0.22045324338204675,-0.7319743416
2010-07-31,-0.24621770620910888,-0.3900541472363692,-0.8993055106799999
2010-08-01,0.07323130406201958,-0.11715134990114136,-0.6262960014
2010-08-02,-0.2017407391311892,-0.33682703149335746,-0.8474392221
2010-08-03,-0.2146619370887587,-0.3430393793462788,-0.8542725909
2010-08-04,0.13234198481250137,-0.0400082201487243,-0.5631864012
2010-08-05,-0.44705754554797306,-0.4992132224627852,-1.02753181776
2010-08-06,-0.1789016059279389,-0.2585921891676624,-0.7798200637799999
2010-08-07,-0.029261908954776678,-0.15340215419519904,-0.66728432322
2010-08-08,0.17238694347163452,0.0,-0.4463725989
2010-08-09,-0.09730700502626266,-0.22793811317083945,-0.7470183336
2010-08-10,-0.1477835728951387,-0.3478430051517602,-0.8451529458
2010-08-11,0.3564204056457051,0.0,-0.3731948334
2010-08-12,-0.15488420313974816,-0.2428987712199358,-0.7684338054
2010-08-13,-0.34070685682823065,-0.45562547800718456,-0.9682472682000001
2010-08-14,-0.4965437779538083,-0.6942081010159213,-1.1670664614
2010-08-15,3.147445323133749,2.361713078417309,1.6469820958499999
2010-08-16,2.931318000535231,2.1242434200428226,1.3092162165
2010-08-23,1.2049338710683282,0.5891276325647009,0.08618928690000002
2010-08-24,0.7409181907433907,0.3394527856009757,-0.3483783642
2010-08-25,2.083934912089499,0.8617207469273865,0.2097477957
2010-08-26,1.155604667995361,0.5684482219649005,-0.037453765200000017
2010-08-27,4.710193505364902,4.072565984336029,2.4560653185
2010-08-28,1.015354572310502,0.014112326231847428,-0.038056189049999994
2010-08-29,3.5830108501241003,2.9315201344130895,1.8226254119999998
2010-08-30,2.527371082259068,1.5139299001511128,1.020342273
2010-08-31,1.6157869102123372,0.49054913081722556,-0.12014886918
2010-09-01,1.8866941537256583,0.3704624451416916,-0.11146695090000001
2010-09-02,2.021108183549832,0.6031368132819673,-0.08445482339999999
2010-09-03,1.948597045154341,0.33948279140140075,-0.1272539475258
2010-09-04,2.722984402045921,0.5951108887262186,0.35767916927999993
2010-09-05,1.479731097600924,-0.009627920519315,-0.30242178830999994
2010-09-06,3.0653104903024433,2.165359517603724,1.319297259
2010-09-07,3.7306606639173743,2.1190531412223823,1.429495086
2010-09-08,3.934604137913566,3.306866474057842,1.9974733635000002
2010-09-09,2.456404892040517,0.883984167512625,0.4082823884400001
2010-09-10,2.9192692937743594,0.5532059313586632,0.50970376752
2010-09-11,2.274261216820782,0.8661596087133846,0.40055460150000005
2010-09-12,2.797535627491236,1.3696912200666986,1.2141646968
2010-09-13,1.8473444548089901,0.5035155003231347,0.044344496699999944
2010-09-14,2.8908713102708834,1.0274726890693917,0.3155191785000001
2010-09-15,2.338351671945283,1.035595587902831,0.55332211368
2010-09-16,2.8613727458430693,0.8751463291741808,0.6314664777000001
2010-09-17,2.6635281826125716,0.6207491631972208,0.25367107980000003
2010-09-18,2.5066088088025626,0.8340146551014072,0.5617049001000001
2010-09-19,1.1238722362822462,-0.4415596911356018,-0.7365847887
2010-09-20,2.6986901952060167,0.8608538459100028,0.36859338
2010-09-21,1.6844148134131731,0.2823548307322321,-0.27914707995
2010-09-22,2.5803925103348297,1.0600689107996044,0.2960085315
2010-09-23,3.16071694198133,1.5946465489090045,0.9359256798
2010-09-24,3.3184903178890433,1.31848348178348,0.7150541943
2010-09-29,4.414227503061393,3.774184144052411,2.4559929362999995
2010-09-30,3.6334381837911858,2.6682735649756704,1.7662939199999999
2010-10-01,3.3580750627824205,2.7221735797160527,1.8435012613500001
2010-10-02,5.984935443209833,5.415725464379525,3.769442391
2010-10-03,4.741436937330363,2.4579597308876924,1.5164559675000002
2010-10-04,5.799721116453716,5.182947239054837,3.34465201335
2010-10-05,6.032671045963242,5.463461067132933,3.6742293839999993
2010-10-06,3.4928556298910993,2.8789249397190355,1.998394098
2010-10-07,4.435273269298554,2.6389397435080064,1.774365735
2010-10-08,3.2552329180194053,1.2235287889773305,0.6586333466999998
2010-10-09,2.983083656064531,1.1137722519181965,0.63630698826
2010-10-10,4.6797125480172905,2.259691065404546,1.7523299730000002
2010-10-11,3.8268420754346644,1.3176419151006558,0.8088979950000001
2010-10-12,3.3649986051031417,1.3643055818953789,0.6562719756
2010-10-13,4.547669950883057,2.390734102102467,1.543031244
2010-10-14,5.576960946059867,3.0155160413234796,2.15681156826
2010-10-15,4.779762178379627,4.046040160970096,2.5725431985
2010-10-16,2.2773205155502625,1.585289945801899,0.6065367837
2010-10-17,3.0023051817184587,1.7469306737769883,1.0379125409999999
2010-10-18,8.213793599347431,6.763589087717484,4.926929088
2010-10-19,6.399022754866335,5.19947196195543,3.6075923694
2010-10-20,4.978142651139663,2.665537296523624,1.7462079044999996
2010-10-21,2.880662310575084,0.6604095690979687,0.4345189734
2010-10-22,3.813050513168854,2.0418803832608114,1.2437824431
2010-10-23,6.971781261886789,6.40257128305648,4.7454768705
2010-10-24,5.713048686417904,5.143838707587596,3.735579873
2010-10-25,2.8363740889026996,1.4385945462407943,0.5655375963
2010-10-26,2.1358378267486295,1.3948703567981027,0.36979380144000007
2010-10-27,3.5259923351749674,2.527350599699739,1.2319209605999997
2010-10-28,2.887856130969632,1.6367297727941537,1.0345993034999998
2010-10-29,2.810911539311573,1.5042130409981,0.9356540325
2010-10-30,6.198495107519504,5.285433321865332,3.6715670100000004
2010-10-31,2.6749836621154,1.5804159562487756,1.2030942545999999
2010-11-01,3.124420611438878,2.526745894667973,1.912039515
2010-11-02,3.504907941606348,2.564262539595665,1.761348489
2010-11-03,4.581976952128123,3.8770598908470273,2.27531686545
2010-11-04,9.653207930890762,8.74157629384553,6.597160382775
2010-11-05,5.324311893969434,4.688483075955482,3.0004113285
2010-11-06,6.430340822380894,5.861130843550586,4.014614507999999
2010-11-07,5.652889317645603,5.083679338815294,3.2815733055000003
2010-11-08,6.558084292607142,5.988874313776835,4.033240275
2010-11-09,7.376664837223239,6.788147921606942,4.770158138999999
2010-11-10,5.767579704030775,5.150029654644659,3.4921731484499996
2010-11-11,5.97850463743988,5.4092946586095705,3.8094706469999995
2010-11-12,6.382930788293095,5.813720809462787,3.8403426449999998
2010-11-13,6.693345018885104,6.124135040054796,4.566175874999999
2010-11-14,6.749427058083974,6.180217079253666,4.4829972735000005
2010-11-15,5.135570915396663,3.514230890828671,2.3712431355000003
2010-11-16,4.9000526133149025,2.89521742413563,1.789192548
2010-11-17,5.430810057724967,4.842334631583844,3.04120566315
2010-11-18,5.989041103178539,5.398038294474949,3.4710079845
2010-11-19,5.059679238099774,4.4904692592694655,2.9593537395
2010-11-20,7.096384577739924,5.6661308616161215,3.8932338565499998
2010-11-21,2.8328278527225867,2.236556816758368,1.4036266904999999
2010-11-22,7.605385157366321,7.036175178536012,4.696089691499999
2010-11-23,5.531608497928756,4.886316537015615,2.9358570764999996
2010-11-24,4.988112567006873,3.9999279435933692,2.4097437289499997
2010-11-25,4.63181202781125,3.0507942920964792,1.9137152887500002
